call_id,customer_id,agent_id,call_date_time,call_duration_sec,issue_category,call_status,resolution_status,first_call_resolution
6223,4539,73,2025-05-05 08:28:00,391,Complaint,Completed,Pending,0
6224,4749,100,2025-03-05 06:43:00,350,Loan Status,Completed,Resolved,0
6225,2944,82,2025-04-16 10:39:00,621,Product Inquiry,Completed,Escalated,0
6226,2037,39,2025-03-01 18:49:00,102,Product Inquiry,Escalated,Resolved,1
6227,2738,12,2025-05-25 01:29:00,878,Technical,Escalated,Pending,0
6228,1287,80,2025-02-23 03:34:00,129,Billing,Dropped,Escalated,0
6229,4978,93,2025-02-27 03:33:00,285,Loan Status,Completed,Pending,1
6230,3236,70,2025-05-25 09:17:00,892,Technical,Dropped,Pending,0
6231,3961,88,2025-03-29 21:55:00,191,Technical,Escalated,Pending,1
6232,4226,86,2025-02-25 14:29:00,322,Billing,Completed,Escalated,1
6233,2590,55,2025-06-10 10:24:00,191,Complaint,Dropped,Resolved,1
6234,3741,25,2025-06-15 21:46:00,898,Complaint,Dropped,Escalated,1
6235,2745,35,2025-04-29 17:45:00,1196,Loan Status,Dropped,Pending,0
6236,3935,89,2025-01-27 19:07:00,252,Billing,Dropped,Escalated,1
6237,3518,42,2025-06-14 06:05:00,336,Billing,Escalated,Escalated,1
6238,2098,20,2025-03-14 12:19:00,43,Product Inquiry,Escalated,Escalated,1
6239,3324,59,2024-12-31 18:03:00,600,Billing,Dropped,Pending,1
6240,1939,48,2025-02-19 17:57:00,256,Loan Status,Escalated,Pending,0
6241,4716,3,2025-06-03 05:18:00,174,Billing,Completed,Resolved,0
6242,4414,69,2025-04-06 23:52:00,686,Product Inquiry,Dropped,Escalated,0
6243,2448,16,2025-03-06 15:15:00,815,Complaint,Completed,Pending,0
6244,1570,59,2025-01-09 11:58:00,852,Billing,Completed,Escalated,0
6245,4582,21,2025-02-28 06:47:00,512,Billing,Dropped,Resolved,0
6246,3904,96,2025-05-15 04:23:00,462,Loan Status,Completed,Resolved,0
6247,2000,15,2025-04-23 22:53:00,271,Product Inquiry,Dropped,Resolved,1
6248,2205,84,2025-03-29 13:36:00,948,Billing,Dropped,Pending,1
6249,3505,38,2025-02-06 15:39:00,645,Loan Status,Escalated,Resolved,0
6250,1917,46,2025-01-06 00:30:00,306,Product Inquiry,Dropped,Pending,1
6251,2874,42,2025-05-05 10:50:00,715,Technical,Dropped,Pending,1
6252,1832,43,2025-04-23 15:44:00,129,Product Inquiry,Escalated,Resolved,1
6253,4135,84,2025-02-02 05:44:00,551,Technical,Dropped,Escalated,1
6254,3886,37,2025-01-05 06:45:00,1137,Technical,Dropped,Resolved,0
6255,4331,60,2025-02-03 03:10:00,1106,Product Inquiry,Dropped,Escalated,0
6256,3240,63,2025-04-20 04:00:00,1180,Product Inquiry,Completed,Pending,1
6257,2678,55,2025-02-18 13:38:00,676,Loan Status,Dropped,Resolved,1
6258,1615,59,2025-05-31 19:04:00,84,Product Inquiry,Escalated,Pending,1
6259,1405,38,2025-04-12 04:46:00,785,Complaint,Completed,Pending,0
6260,2749,63,2025-05-13 00:38:00,606,Billing,Escalated,Resolved,0
6261,4825,91,2025-01-28 03:04:00,1074,Product Inquiry,Escalated,Resolved,0
6262,3990,16,2025-04-17 16:05:00,804,Technical,Escalated,Escalated,0
6263,3768,48,2025-04-05 15:57:00,865,Technical,Dropped,Resolved,1
6264,1092,4,2025-05-22 16:25:00,388,Product Inquiry,Escalated,Escalated,1
6265,3477,95,2025-02-25 15:10:00,172,Billing,Completed,Escalated,1
6266,1653,58,2025-02-07 16:23:00,639,Billing,Escalated,Escalated,0
6267,4505,79,2025-06-03 14:06:00,1055,Loan Status,Dropped,Resolved,1
6268,4475,27,2025-03-07 01:31:00,386,Loan Status,Dropped,Pending,1
6269,1433,27,2025-02-22 14:36:00,672,Loan Status,Completed,Resolved,0
6270,2135,53,2025-01-31 14:37:00,481,Billing,Escalated,Pending,0
6271,1374,92,2025-05-31 16:52:00,76,Technical,Escalated,Resolved,1
6272,4130,26,2025-05-10 04:23:00,782,Loan Status,Escalated,Resolved,0
6273,2066,81,2025-05-27 05:28:00,456,Product Inquiry,Completed,Resolved,1
6274,1206,29,2025-05-30 09:56:00,897,Loan Status,Escalated,Resolved,1
6275,1779,39,2025-01-23 13:57:00,929,Product Inquiry,Completed,Pending,0
6276,2319,94,2025-04-12 16:52:00,880,Product Inquiry,Dropped,Resolved,0
6277,2141,26,2025-02-02 03:49:00,895,Technical,Completed,Resolved,0
6278,1531,78,2025-05-14 12:17:00,877,Product Inquiry,Completed,Escalated,1
6279,4293,11,2025-05-03 12:32:00,721,Loan Status,Dropped,Escalated,0
6280,3213,64,2025-03-31 14:34:00,970,Technical,Completed,Escalated,1
6281,3690,8,2025-01-09 22:17:00,517,Technical,Dropped,Pending,0
6282,4227,13,2025-06-04 03:26:00,701,Billing,Dropped,Pending,0
6283,4255,50,2025-05-09 06:20:00,799,Product Inquiry,Escalated,Escalated,1
6284,1089,1,2025-04-30 11:16:00,558,Loan Status,Dropped,Pending,0
6285,2117,65,2025-06-17 19:50:00,201,Product Inquiry,Completed,Pending,0
6286,1012,43,2025-04-17 15:38:00,595,Loan Status,Completed,Pending,1
6287,4020,8,2025-04-18 03:25:00,554,Complaint,Dropped,Pending,1
6288,2857,33,2025-02-13 21:32:00,993,Billing,Escalated,Escalated,1
6289,1804,56,2024-12-27 05:05:00,787,Technical,Completed,Pending,0
6290,1944,19,2025-04-14 21:07:00,479,Billing,Completed,Escalated,1
6291,3789,92,2025-06-18 05:02:00,812,Complaint,Dropped,Pending,0
6292,2857,95,2025-02-10 06:19:00,91,Billing,Dropped,Escalated,0
6293,4875,21,2025-01-03 16:42:00,693,Billing,Completed,Pending,0
6294,4509,22,2025-02-07 07:14:00,1123,Complaint,Completed,Escalated,0
6295,4609,22,2025-05-06 02:52:00,526,Billing,Escalated,Pending,1
6296,2610,51,2025-05-14 15:24:00,868,Billing,Completed,Escalated,0
6297,3923,49,2025-05-25 13:29:00,237,Complaint,Escalated,Resolved,0
6298,2959,8,2025-04-17 21:24:00,485,Complaint,Escalated,Resolved,1
6299,4882,68,2025-02-25 00:35:00,1184,Technical,Escalated,Pending,0
6300,4221,7,2025-05-29 11:49:00,502,Loan Status,Escalated,Pending,1
6301,3707,80,2025-01-13 07:07:00,698,Loan Status,Dropped,Escalated,0
6302,4079,61,2025-04-23 17:38:00,83,Complaint,Escalated,Resolved,1
6303,2052,95,2025-02-03 04:30:00,918,Loan Status,Escalated,Pending,0
6304,1295,74,2025-02-09 18:13:00,244,Product Inquiry,Dropped,Pending,0
6305,4033,86,2025-01-11 10:00:00,40,Product Inquiry,Completed,Pending,1
6306,1925,14,2024-12-30 23:33:00,483,Product Inquiry,Escalated,Resolved,1
6307,4792,70,2025-01-23 23:58:00,440,Technical,Completed,Resolved,1
6308,1639,75,2025-01-18 00:53:00,760,Loan Status,Escalated,Pending,0
6309,3387,56,2025-01-18 12:29:00,613,Billing,Dropped,Resolved,0
6310,1627,100,2024-12-28 09:01:00,138,Complaint,Completed,Escalated,0
6311,3486,38,2025-06-16 13:35:00,56,Loan Status,Completed,Escalated,0
6312,2167,31,2025-05-20 20:13:00,378,Technical,Dropped,Pending,0
6313,1941,22,2025-06-09 17:07:00,1035,Billing,Escalated,Resolved,0
6314,1829,50,2025-04-09 08:20:00,546,Complaint,Dropped,Pending,1
6315,2770,82,2025-01-25 02:40:00,1041,Billing,Escalated,Resolved,1
6316,3566,1,2025-06-18 06:34:00,254,Complaint,Completed,Escalated,0
6317,1975,42,2025-02-15 22:32:00,379,Product Inquiry,Escalated,Escalated,1
6318,4116,46,2025-03-23 08:27:00,1142,Complaint,Dropped,Escalated,1
6319,1954,65,2025-04-05 04:38:00,675,Complaint,Completed,Pending,1
6320,2262,95,2025-04-17 01:10:00,1156,Technical,Escalated,Resolved,0
6321,1951,27,2025-06-15 22:14:00,359,Technical,Dropped,Resolved,0
6322,1943,78,2025-03-18 12:37:00,1178,Technical,Dropped,Resolved,1
6323,3202,49,2025-06-09 00:53:00,986,Loan Status,Escalated,Escalated,1
6324,2204,59,2025-05-14 07:51:00,112,Product Inquiry,Dropped,Resolved,1
6325,4286,2,2025-04-06 16:02:00,296,Product Inquiry,Completed,Pending,1
6326,3135,19,2025-04-18 05:19:00,1110,Complaint,Dropped,Resolved,1
6327,4327,73,2025-04-25 04:31:00,828,Technical,Completed,Escalated,1
6328,2534,11,2025-03-15 11:59:00,216,Product Inquiry,Dropped,Pending,0
6329,2096,32,2025-05-09 22:18:00,508,Product Inquiry,Dropped,Resolved,0
6330,3978,50,2025-06-09 22:37:00,715,Complaint,Dropped,Pending,1
6331,1178,67,2025-06-18 15:50:00,1147,Complaint,Escalated,Resolved,0
6332,3259,29,2025-05-11 22:46:00,427,Billing,Completed,Pending,0
6333,2828,56,2025-02-04 04:35:00,892,Billing,Escalated,Resolved,1
6334,2257,19,2025-05-10 10:48:00,550,Complaint,Dropped,Pending,1
6335,1464,59,2025-03-25 12:51:00,142,Billing,Dropped,Resolved,0
6336,2774,31,2025-03-03 14:23:00,151,Product Inquiry,Dropped,Resolved,1
6337,4294,1,2025-03-25 20:50:00,415,Complaint,Escalated,Pending,1
6338,3678,51,2025-01-07 07:07:00,813,Complaint,Completed,Resolved,0
6339,3872,54,2025-01-22 21:52:00,948,Technical,Completed,Escalated,0
6340,4335,87,2025-05-07 21:38:00,411,Product Inquiry,Escalated,Resolved,1
6341,2230,50,2025-06-01 18:40:00,185,Product Inquiry,Dropped,Pending,1
6342,3654,68,2025-01-31 05:06:00,1181,Loan Status,Completed,Pending,0
6343,1884,71,2025-03-24 14:51:00,1096,Loan Status,Escalated,Resolved,0
6344,4805,24,2025-05-30 16:19:00,410,Technical,Escalated,Pending,0
6345,3413,24,2025-06-17 01:52:00,418,Loan Status,Dropped,Pending,0
6346,3323,11,2025-02-28 05:01:00,1076,Billing,Completed,Resolved,0
6347,3427,99,2025-02-02 16:10:00,816,Complaint,Completed,Pending,1
6348,4814,31,2025-01-16 19:21:00,1182,Billing,Escalated,Pending,0
6349,2332,93,2025-02-04 12:09:00,257,Product Inquiry,Escalated,Escalated,1
6350,2654,46,2025-05-17 01:45:00,1134,Loan Status,Dropped,Escalated,0
6351,4339,70,2025-04-09 13:56:00,617,Billing,Escalated,Escalated,1
6352,1944,54,2025-05-17 23:53:00,743,Product Inquiry,Escalated,Pending,1
6353,4856,13,2025-01-21 07:48:00,660,Loan Status,Escalated,Pending,0
6354,4135,65,2025-05-23 12:09:00,793,Complaint,Escalated,Pending,0
6355,3857,81,2025-05-15 05:39:00,663,Complaint,Completed,Pending,1
6356,4421,26,2025-06-10 03:29:00,203,Loan Status,Dropped,Escalated,0
6357,1924,30,2025-03-21 01:36:00,1108,Complaint,Dropped,Resolved,1
6358,2938,60,2025-04-05 05:17:00,416,Technical,Escalated,Pending,1
6359,1493,20,2025-01-25 06:03:00,709,Loan Status,Escalated,Pending,1
6360,2546,100,2025-05-17 19:56:00,372,Technical,Escalated,Resolved,1
6361,4169,14,2025-06-13 04:10:00,1177,Loan Status,Completed,Escalated,1
6362,2969,87,2025-01-09 11:35:00,769,Technical,Escalated,Pending,1
6363,2094,61,2025-04-01 15:48:00,362,Complaint,Escalated,Resolved,0
6364,3411,37,2025-05-22 02:02:00,735,Complaint,Dropped,Resolved,0
6365,3617,95,2025-01-14 16:47:00,482,Billing,Dropped,Pending,0
6366,2825,25,2025-01-15 17:16:00,108,Product Inquiry,Escalated,Resolved,0
6367,1762,74,2025-02-16 21:44:00,37,Technical,Escalated,Pending,1
6368,3323,43,2025-01-27 16:03:00,596,Loan Status,Dropped,Pending,0
6369,1049,77,2025-02-28 13:06:00,578,Complaint,Dropped,Escalated,1
6370,4429,96,2025-04-13 18:01:00,741,Complaint,Escalated,Pending,1
6371,3775,70,2025-02-28 02:28:00,299,Loan Status,Completed,Resolved,1
6372,1905,83,2025-05-01 09:44:00,461,Product Inquiry,Escalated,Escalated,1
6373,3975,45,2025-04-29 13:09:00,630,Loan Status,Dropped,Escalated,1
6374,1563,78,2025-02-17 09:36:00,255,Technical,Dropped,Escalated,0
6375,1782,37,2025-06-18 08:32:00,364,Technical,Completed,Resolved,1
6376,3532,44,2025-05-12 16:23:00,151,Billing,Dropped,Escalated,0
6377,4155,19,2025-02-04 07:14:00,505,Loan Status,Dropped,Resolved,1
6378,4970,87,2025-02-27 04:00:00,815,Complaint,Escalated,Resolved,0
6379,4876,86,2025-01-06 11:01:00,266,Billing,Completed,Pending,0
6380,4709,26,2025-02-21 08:18:00,808,Loan Status,Dropped,Escalated,1
6381,3040,72,2025-04-16 09:44:00,411,Loan Status,Escalated,Pending,0
6382,2831,50,2025-01-12 10:36:00,418,Complaint,Dropped,Resolved,1
6383,1583,2,2025-01-12 22:31:00,723,Product Inquiry,Dropped,Escalated,0
6384,2319,10,2025-04-29 05:11:00,490,Loan Status,Completed,Resolved,0
6385,1235,100,2025-05-29 04:09:00,139,Billing,Completed,Escalated,0
6386,3103,34,2025-03-25 07:11:00,243,Complaint,Escalated,Escalated,1
6387,2942,70,2024-12-25 13:10:00,492,Technical,Completed,Pending,0
6388,1359,29,2025-05-25 04:07:00,614,Product Inquiry,Completed,Pending,1
6389,2930,47,2025-05-16 09:32:00,544,Complaint,Escalated,Escalated,1
6390,1109,91,2025-02-27 01:17:00,31,Billing,Dropped,Escalated,1
6391,1191,100,2025-02-07 06:56:00,239,Loan Status,Dropped,Escalated,0
6392,1903,18,2025-02-26 21:29:00,853,Billing,Completed,Pending,0
6393,2116,70,2025-02-09 00:14:00,87,Loan Status,Dropped,Resolved,1
6394,1861,81,2025-06-17 23:11:00,513,Complaint,Escalated,Pending,1
6395,3615,95,2025-02-20 20:09:00,977,Product Inquiry,Escalated,Resolved,0
6396,2083,78,2025-02-20 18:00:00,1166,Complaint,Escalated,Escalated,1
6397,1649,24,2025-03-14 11:40:00,514,Billing,Escalated,Escalated,0
6398,1038,82,2025-05-14 15:07:00,100,Billing,Escalated,Resolved,0
6399,4611,20,2025-02-04 08:18:00,1098,Technical,Dropped,Escalated,1
6400,4120,75,2025-05-25 13:35:00,685,Technical,Dropped,Escalated,1
6401,4491,32,2025-01-16 11:33:00,571,Loan Status,Escalated,Pending,0
6402,1636,26,2025-03-19 16:10:00,815,Billing,Escalated,Pending,0
6403,2036,43,2025-03-11 07:12:00,1025,Technical,Completed,Pending,0
6404,1035,64,2025-03-03 00:32:00,505,Technical,Dropped,Escalated,1
6405,3148,3,2025-03-01 18:05:00,601,Complaint,Escalated,Pending,0
6406,4865,94,2025-06-15 10:31:00,776,Loan Status,Escalated,Resolved,1
6407,4157,28,2025-04-15 21:00:00,621,Product Inquiry,Dropped,Resolved,0
6408,4587,7,2024-12-29 20:15:00,678,Complaint,Completed,Pending,0
6409,4294,40,2025-03-10 07:59:00,495,Loan Status,Escalated,Resolved,0
6410,2361,78,2025-03-03 17:12:00,254,Loan Status,Dropped,Pending,0
6411,2983,68,2025-06-03 12:01:00,271,Complaint,Completed,Pending,1
6412,1165,31,2025-02-19 20:39:00,998,Technical,Escalated,Escalated,1
6413,3430,28,2024-12-28 08:27:00,587,Technical,Escalated,Escalated,0
6414,2879,37,2025-04-20 17:16:00,713,Product Inquiry,Dropped,Resolved,0
6415,4966,75,2025-06-02 11:04:00,521,Product Inquiry,Completed,Resolved,1
6416,4447,82,2025-01-22 08:16:00,482,Loan Status,Completed,Escalated,0
6417,4542,7,2025-05-03 17:30:00,564,Product Inquiry,Completed,Resolved,1
6418,3837,95,2025-03-18 21:24:00,528,Complaint,Dropped,Escalated,0
6419,4713,77,2025-04-12 01:18:00,831,Product Inquiry,Dropped,Escalated,0
6420,1030,48,2025-06-07 12:09:00,771,Billing,Escalated,Escalated,0
6421,4446,41,2025-03-28 11:45:00,738,Loan Status,Escalated,Pending,0
6422,1010,43,2025-02-25 18:34:00,222,Billing,Dropped,Pending,1
6423,3011,71,2025-06-01 06:40:00,183,Loan Status,Dropped,Escalated,1
6424,4373,59,2025-02-18 05:50:00,495,Loan Status,Escalated,Resolved,1
6425,3143,37,2025-02-19 15:48:00,596,Complaint,Escalated,Pending,0
6426,4261,94,2025-05-29 12:25:00,796,Technical,Dropped,Pending,1
6427,3500,98,2025-01-02 09:30:00,1068,Product Inquiry,Escalated,Resolved,0
6428,3239,4,2025-06-04 01:08:00,108,Billing,Dropped,Pending,1
6429,1485,45,2025-01-20 02:39:00,40,Product Inquiry,Completed,Escalated,0
6430,2289,35,2025-02-07 13:38:00,599,Loan Status,Dropped,Resolved,0
6431,2447,20,2024-12-26 00:21:00,1034,Billing,Dropped,Escalated,0
6432,4199,31,2025-05-06 12:28:00,268,Billing,Completed,Pending,1
6433,3285,1,2025-05-31 11:44:00,839,Loan Status,Completed,Resolved,0
6434,2943,89,2025-05-12 14:27:00,878,Product Inquiry,Completed,Pending,1
6435,4426,46,2025-02-04 09:31:00,226,Billing,Escalated,Pending,0
6436,2963,71,2024-12-27 04:37:00,190,Product Inquiry,Escalated,Pending,1
6437,4183,56,2025-06-01 20:03:00,528,Billing,Completed,Pending,0
6438,2851,53,2025-03-01 09:48:00,201,Technical,Escalated,Escalated,0
6439,2469,79,2025-02-27 11:08:00,886,Complaint,Dropped,Pending,1
6440,2366,46,2025-04-02 23:30:00,1188,Loan Status,Completed,Escalated,1
6441,4216,9,2025-01-02 04:47:00,255,Complaint,Completed,Escalated,0
6442,4136,85,2025-06-04 17:49:00,1004,Product Inquiry,Escalated,Resolved,1
6443,4318,55,2025-02-16 15:30:00,61,Complaint,Dropped,Resolved,1
6444,3782,71,2025-05-30 22:34:00,324,Complaint,Escalated,Resolved,0
6445,1990,69,2025-03-11 09:59:00,1158,Complaint,Dropped,Escalated,0
6446,4561,40,2025-06-14 14:44:00,755,Complaint,Dropped,Resolved,1
6447,1824,49,2025-03-03 12:01:00,615,Loan Status,Escalated,Pending,0
6448,2462,27,2025-06-03 05:35:00,613,Technical,Escalated,Escalated,0
6449,3153,2,2025-05-16 15:50:00,762,Technical,Completed,Resolved,0
6450,3228,15,2025-06-14 06:47:00,363,Complaint,Escalated,Escalated,1
6451,3231,59,2025-05-01 03:27:00,955,Technical,Escalated,Resolved,1
6452,1225,4,2025-02-24 10:10:00,766,Technical,Escalated,Pending,1
6453,1776,63,2025-03-01 19:24:00,391,Loan Status,Completed,Escalated,0
6454,3837,73,2025-01-25 20:12:00,959,Complaint,Dropped,Pending,0
6455,4980,85,2025-06-04 20:50:00,964,Product Inquiry,Escalated,Pending,1
6456,2112,19,2025-04-10 19:33:00,1102,Complaint,Completed,Resolved,1
6457,1687,31,2025-02-05 00:45:00,519,Technical,Escalated,Resolved,1
6458,1529,86,2025-03-21 05:49:00,162,Product Inquiry,Completed,Escalated,1
6459,4442,54,2025-01-08 18:16:00,902,Technical,Dropped,Pending,0
6460,1971,12,2025-05-06 04:38:00,328,Technical,Escalated,Resolved,0
6461,1935,54,2025-02-13 10:38:00,588,Billing,Completed,Escalated,1
6462,4984,35,2025-01-29 18:49:00,1072,Billing,Dropped,Escalated,0
6463,2422,78,2025-04-20 18:01:00,223,Billing,Dropped,Resolved,0
6464,3153,93,2025-05-02 09:23:00,427,Technical,Dropped,Pending,0
6465,2294,53,2025-05-03 15:29:00,465,Complaint,Completed,Resolved,0
6466,2998,64,2025-05-17 02:33:00,633,Complaint,Completed,Pending,1
6467,3878,16,2025-02-28 17:01:00,417,Technical,Completed,Escalated,0
6468,2526,61,2025-05-13 05:30:00,672,Billing,Dropped,Escalated,1
6469,1678,32,2025-06-17 06:28:00,364,Technical,Escalated,Escalated,0
6470,4596,8,2025-05-21 06:03:00,397,Complaint,Completed,Resolved,0
6471,3896,36,2025-06-20 13:36:00,591,Complaint,Completed,Escalated,1
6472,4103,100,2025-05-17 08:29:00,1008,Loan Status,Completed,Resolved,0
6473,3440,9,2025-03-13 21:04:00,767,Complaint,Dropped,Escalated,1
6474,1039,55,2025-02-21 22:13:00,538,Loan Status,Completed,Pending,0
6475,3707,73,2025-01-18 12:32:00,725,Technical,Escalated,Resolved,0
6476,4289,64,2025-01-06 06:57:00,557,Complaint,Completed,Escalated,1
6477,4802,91,2024-12-25 18:54:00,129,Loan Status,Completed,Escalated,0
6478,4028,51,2025-03-06 06:40:00,307,Complaint,Escalated,Resolved,0
6479,2105,85,2025-04-05 07:35:00,457,Loan Status,Escalated,Escalated,0
6480,1844,31,2025-01-30 16:30:00,358,Complaint,Escalated,Resolved,1
6481,2743,78,2025-06-18 13:22:00,1053,Complaint,Dropped,Escalated,1
6482,3248,89,2025-03-15 15:02:00,793,Product Inquiry,Escalated,Escalated,0
6483,1446,7,2025-03-12 13:41:00,721,Technical,Dropped,Resolved,0
6484,4915,77,2025-06-13 04:53:00,62,Technical,Escalated,Escalated,0
6485,4499,2,2025-04-27 11:58:00,149,Complaint,Escalated,Escalated,1
6486,4109,99,2025-04-25 02:49:00,1150,Loan Status,Completed,Pending,1
6487,2234,55,2025-05-31 21:23:00,415,Billing,Completed,Pending,1
6488,3491,9,2025-02-13 14:18:00,43,Loan Status,Escalated,Resolved,1
6489,2350,12,2025-06-06 17:44:00,642,Complaint,Dropped,Resolved,0
6490,3808,53,2025-04-06 12:47:00,766,Technical,Escalated,Escalated,0
6491,1226,75,2025-05-11 19:55:00,350,Loan Status,Escalated,Resolved,1
6492,1047,16,2025-06-04 05:07:00,115,Product Inquiry,Escalated,Pending,1
6493,4089,66,2025-06-02 15:20:00,571,Complaint,Completed,Resolved,0
6494,3959,37,2025-02-28 05:05:00,1117,Loan Status,Dropped,Pending,1
6495,2462,6,2025-02-11 17:39:00,109,Loan Status,Escalated,Pending,0
6496,2830,49,2024-12-31 05:12:00,423,Product Inquiry,Dropped,Resolved,1
6497,4779,11,2025-01-12 02:28:00,696,Billing,Completed,Resolved,1
6498,1186,16,2025-05-28 09:18:00,907,Billing,Escalated,Escalated,1
6499,3392,71,2025-05-05 19:29:00,240,Loan Status,Escalated,Pending,0
6500,3271,99,2025-03-24 16:30:00,432,Complaint,Dropped,Resolved,0
6501,3877,22,2025-06-09 00:33:00,1152,Product Inquiry,Escalated,Escalated,1
6502,3535,60,2025-03-12 23:59:00,296,Billing,Dropped,Resolved,0
6503,2932,8,2025-01-04 17:07:00,1105,Loan Status,Completed,Pending,0
6504,3924,6,2025-05-16 19:18:00,667,Complaint,Escalated,Escalated,1
6505,1848,35,2025-06-10 18:38:00,1175,Billing,Escalated,Resolved,0
6506,3032,20,2025-02-27 06:13:00,61,Technical,Dropped,Pending,0
6507,2252,61,2025-03-08 00:13:00,1050,Loan Status,Escalated,Pending,1
6508,2413,36,2025-02-12 15:20:00,497,Product Inquiry,Escalated,Pending,1
6509,1978,46,2025-06-04 18:01:00,321,Complaint,Completed,Escalated,1
6510,2612,11,2025-01-19 02:18:00,629,Loan Status,Escalated,Escalated,0
6511,2016,79,2025-06-21 02:30:00,200,Billing,Escalated,Escalated,0
6512,3235,19,2025-01-12 02:27:00,397,Loan Status,Dropped,Pending,0
6513,2881,36,2025-04-09 17:11:00,337,Loan Status,Dropped,Escalated,1
6514,1269,15,2025-03-21 03:11:00,97,Billing,Dropped,Resolved,0
6515,2630,66,2025-06-14 11:26:00,1186,Technical,Dropped,Escalated,0
6516,1309,6,2024-12-29 05:19:00,1136,Complaint,Dropped,Resolved,0
6517,4203,46,2024-12-25 07:30:00,205,Billing,Dropped,Escalated,0
6518,3043,12,2025-01-31 14:45:00,912,Loan Status,Dropped,Resolved,1
6519,2574,42,2025-03-30 08:47:00,949,Loan Status,Escalated,Escalated,1
6520,2095,13,2025-01-14 18:24:00,921,Product Inquiry,Completed,Pending,0
6521,4864,43,2025-04-15 22:57:00,141,Loan Status,Completed,Resolved,0
6522,3892,53,2025-01-15 13:50:00,384,Billing,Escalated,Pending,0
6523,2695,22,2025-05-11 23:19:00,220,Product Inquiry,Completed,Pending,0
6524,4258,76,2025-06-13 13:16:00,291,Loan Status,Escalated,Resolved,1
6525,3533,36,2025-03-11 13:14:00,645,Billing,Completed,Pending,1
6526,4262,95,2025-02-24 07:35:00,717,Complaint,Escalated,Resolved,1
6527,2445,6,2025-06-17 20:56:00,1101,Complaint,Dropped,Pending,0
6528,3167,74,2025-04-23 17:42:00,954,Loan Status,Completed,Resolved,0
6529,1219,6,2025-03-30 16:26:00,149,Complaint,Escalated,Resolved,0
6530,1052,47,2025-04-09 10:40:00,966,Loan Status,Escalated,Resolved,1
6531,2757,94,2025-02-22 18:26:00,413,Product Inquiry,Escalated,Escalated,1
6532,2474,70,2025-01-30 13:35:00,358,Complaint,Completed,Escalated,1
6533,4483,42,2025-02-06 09:31:00,901,Product Inquiry,Completed,Escalated,1
6534,2666,93,2025-04-29 12:46:00,794,Product Inquiry,Dropped,Resolved,1
6535,2260,54,2025-06-03 15:30:00,802,Product Inquiry,Escalated,Resolved,1
6536,3805,79,2025-03-06 10:09:00,114,Technical,Escalated,Pending,0
6537,3785,70,2025-04-12 15:00:00,46,Billing,Completed,Escalated,1
6538,1719,66,2025-01-26 08:24:00,413,Loan Status,Dropped,Escalated,0
6539,1405,35,2025-02-24 16:40:00,111,Product Inquiry,Escalated,Escalated,0
6540,3655,13,2025-01-13 01:12:00,825,Loan Status,Dropped,Resolved,1
6541,4068,98,2025-01-26 08:47:00,135,Product Inquiry,Dropped,Resolved,0
6542,3469,84,2025-03-20 06:57:00,918,Billing,Completed,Escalated,0
6543,3759,47,2025-05-26 03:11:00,176,Complaint,Dropped,Resolved,0
6544,3294,54,2025-03-09 08:50:00,1061,Loan Status,Dropped,Resolved,0
6545,1071,66,2025-03-10 00:02:00,303,Technical,Completed,Escalated,0
6546,2853,42,2025-03-02 22:46:00,540,Loan Status,Completed,Pending,0
6547,3232,92,2025-01-10 06:13:00,764,Billing,Completed,Escalated,0
6548,3053,39,2025-04-25 23:15:00,67,Product Inquiry,Dropped,Pending,0
6549,2229,30,2025-03-14 05:26:00,600,Loan Status,Completed,Resolved,0
6550,2567,11,2025-05-03 17:48:00,1186,Billing,Completed,Escalated,0
6551,4682,92,2025-03-18 01:38:00,689,Product Inquiry,Completed,Escalated,0
6552,3953,100,2025-03-31 00:33:00,111,Complaint,Escalated,Escalated,0
6553,1386,86,2025-03-02 07:04:00,910,Billing,Dropped,Escalated,1
6554,2791,59,2025-04-14 11:01:00,878,Technical,Escalated,Resolved,0
6555,1698,81,2025-05-14 00:16:00,816,Loan Status,Escalated,Pending,0
6556,4147,34,2025-01-30 07:12:00,794,Billing,Escalated,Pending,1
6557,2200,55,2025-02-16 07:52:00,312,Product Inquiry,Escalated,Pending,1
6558,1826,32,2025-02-27 16:15:00,281,Product Inquiry,Dropped,Pending,1
6559,2822,20,2025-06-06 22:00:00,1035,Technical,Completed,Escalated,1
6560,1348,54,2025-01-02 16:26:00,737,Loan Status,Completed,Resolved,0
6561,2278,3,2025-03-27 20:06:00,949,Product Inquiry,Escalated,Pending,1
6562,4908,11,2025-04-07 00:15:00,884,Product Inquiry,Escalated,Resolved,1
6563,4773,87,2025-06-17 05:38:00,65,Product Inquiry,Dropped,Pending,0
6564,1307,73,2025-05-31 10:29:00,989,Billing,Dropped,Pending,1
6565,4416,85,2025-01-06 00:59:00,931,Billing,Escalated,Pending,1
6566,2150,66,2025-01-22 01:47:00,1129,Loan Status,Escalated,Resolved,0
6567,2960,51,2025-03-15 10:03:00,1181,Technical,Escalated,Escalated,0
6568,3334,54,2025-06-12 19:39:00,541,Loan Status,Completed,Resolved,1
6569,1765,33,2025-04-07 02:55:00,787,Technical,Escalated,Escalated,0
6570,1724,82,2025-03-19 10:45:00,307,Complaint,Escalated,Escalated,0
