escalation_id,call_id,escalation_reason,escalated_to,escalation_date
2704,63815,Technical Issue,Backend Team,2025-05-28 23:03:29
2705,51086,Repeated Issue,Backend Team,2025-04-16 05:08:27
2706,87447,Repeated Issue,Backend Team,2025-02-20 15:06:52
2707,60795,Policy Exception,Supervisor,2025-02-26 14:03:28
2708,29026,Technical Issue,Supervisor,2025-01-19 09:02:53
2709,47453,Repeated Issue,Supervisor,2025-06-14 16:01:50
2710,13724,Repeated Issue,Supervisor,2025-04-17 01:15:33
2711,58258,Repeated Issue,Legal,2025-02-05 12:45:27
2712,94676,High-value Customer,Backend Team,2025-06-03 01:29:03
2713,95493,Policy Exception,Backend Team,2025-02-13 02:54:38
2714,54135,Technical Issue,Legal,2025-04-29 07:54:16
2715,68982,High-value Customer,Legal,2025-01-18 12:31:36
2716,27739,Technical Issue,Backend Team,2025-05-20 02:53:26
2717,98545,Repeated Issue,Backend Team,2025-05-25 15:56:42
2718,15966,Repeated Issue,Supervisor,2025-01-10 22:08:20
2719,11666,Policy Exception,Backend Team,2025-04-19 16:55:42
2720,42122,Repeated Issue,Legal,2025-01-15 12:23:57
2721,68817,High-value Customer,Backend Team,2025-05-03 20:54:37
2722,95135,Technical Issue,Legal,2025-01-06 03:55:55
2723,52134,Repeated Issue,Legal,2024-12-27 16:26:50
2724,42798,Policy Exception,Legal,2025-02-23 00:14:03
2725,81756,Repeated Issue,Backend Team,2025-04-08 10:47:51
2726,78569,Policy Exception,Legal,2025-04-11 19:27:50
2727,16907,Technical Issue,Supervisor,2025-04-03 06:53:49
2728,62647,Policy Exception,Legal,2025-04-19 06:40:29
2729,36598,Technical Issue,Supervisor,2025-01-30 10:53:13
2730,97488,Policy Exception,Supervisor,2025-03-17 04:57:08
2731,40275,High-value Customer,Backend Team,2025-06-14 19:00:46
2732,53346,Technical Issue,Backend Team,2025-04-26 22:33:17
2733,75350,High-value Customer,Supervisor,2025-01-27 00:13:43
2734,12705,Policy Exception,Legal,2025-06-18 09:09:35
2735,42207,High-value Customer,Supervisor,2025-03-30 21:53:16
2736,87712,Repeated Issue,Backend Team,2025-04-02 22:31:51
2737,89726,Technical Issue,Supervisor,2025-01-26 12:27:36
2738,43481,Repeated Issue,Supervisor,2025-01-06 20:34:57
2739,63642,Technical Issue,Legal,2025-02-01 14:05:30
2740,41941,Policy Exception,Supervisor,2025-04-01 14:28:48
2741,86895,Repeated Issue,Backend Team,2025-06-08 13:45:31
2742,91151,High-value Customer,Supervisor,2025-03-05 06:26:17
2743,57585,Repeated Issue,Legal,2025-03-23 22:07:42
2744,1088,High-value Customer,Supervisor,2025-02-28 04:18:25
2745,83305,Policy Exception,Supervisor,2025-05-22 08:08:54
2746,14359,Policy Exception,Legal,2025-06-17 18:10:20
2747,28146,Technical Issue,Legal,2025-03-07 15:51:39
2748,85700,Policy Exception,Backend Team,2025-05-05 08:40:31
2749,69383,Policy Exception,Backend Team,2025-01-22 13:23:55
2750,23554,Policy Exception,Supervisor,2025-03-01 16:57:49
2751,23166,Policy Exception,Supervisor,2025-01-30 21:34:24
2752,32009,Technical Issue,Supervisor,2025-04-05 17:42:39
2753,92806,Technical Issue,Legal,2025-02-18 10:06:03
2754,34182,High-value Customer,Backend Team,2025-04-15 06:13:07
2755,49437,Repeated Issue,Legal,2025-06-20 00:35:34
2756,34302,Technical Issue,Backend Team,2025-04-25 10:41:55
2757,24067,High-value Customer,Supervisor,2025-04-22 06:30:43
2758,33907,Technical Issue,Legal,2025-03-22 11:10:23
2759,37256,Repeated Issue,Backend Team,2025-02-14 00:30:34
2760,22283,Repeated Issue,Backend Team,2025-03-29 12:23:46
2761,55645,Repeated Issue,Backend Team,2025-05-19 05:16:21
2762,62813,Repeated Issue,Supervisor,2025-06-05 03:09:02
2763,26646,Technical Issue,Legal,2025-04-21 06:29:27
2764,36501,Policy Exception,Legal,2025-04-23 13:54:03
2765,99932,Policy Exception,Backend Team,2025-01-19 01:37:59
2766,57118,Repeated Issue,Legal,2025-02-22 06:17:52
2767,25572,High-value Customer,Legal,2025-05-18 00:04:14
2768,65215,Policy Exception,Backend Team,2025-05-02 17:18:26
2769,70207,Repeated Issue,Backend Team,2025-03-22 06:37:46
2770,23641,Policy Exception,Backend Team,2025-03-18 10:09:11
2771,57762,High-value Customer,Backend Team,2025-01-01 05:42:54
2772,71625,Repeated Issue,Backend Team,2025-03-30 01:21:13
2773,51318,Repeated Issue,Backend Team,2025-02-10 04:41:42
2774,21154,Repeated Issue,Backend Team,2025-02-08 17:25:47
2775,55524,Technical Issue,Supervisor,2025-03-13 23:01:49
2776,37048,High-value Customer,Backend Team,2025-01-17 13:26:28
2777,90841,Policy Exception,Legal,2025-01-22 21:26:49
2778,73600,Technical Issue,Backend Team,2024-12-27 00:41:24
2779,3269,Technical Issue,Supervisor,2025-01-22 01:53:52
2780,64309,Policy Exception,Backend Team,2025-02-13 06:16:35
2781,18457,Technical Issue,Legal,2024-12-27 17:34:11
2782,69270,Repeated Issue,Backend Team,2025-02-14 18:46:50
2783,51676,Policy Exception,Backend Team,2025-01-24 05:56:21
2784,53391,Repeated Issue,Legal,2025-05-27 16:21:23
2785,89998,Technical Issue,Backend Team,2025-02-05 05:34:54
2786,36148,Technical Issue,Supervisor,2025-01-08 13:35:31
2787,22562,Technical Issue,Supervisor,2025-04-21 03:20:15
2788,15801,Policy Exception,Supervisor,2025-01-05 07:34:59
2789,60104,Repeated Issue,Legal,2025-06-07 15:01:24
2790,51699,Repeated Issue,Supervisor,2025-03-16 13:57:54
2791,62877,Repeated Issue,Legal,2025-05-01 07:22:41
2792,94580,High-value Customer,Legal,2025-04-03 00:57:58
2793,83854,Technical Issue,Backend Team,2025-02-22 17:12:16
2794,32970,High-value Customer,Legal,2025-03-16 18:52:35
2795,19328,Technical Issue,Legal,2025-03-10 11:31:24
2796,91555,Repeated Issue,Backend Team,2025-03-01 17:34:35
2797,6663,Repeated Issue,Supervisor,2025-01-27 15:53:51
2798,51643,Policy Exception,Legal,2024-12-30 08:32:58
2799,74723,Repeated Issue,Legal,2025-06-20 20:21:47
2800,25529,High-value Customer,Supervisor,2025-06-17 11:16:26
2801,64283,High-value Customer,Backend Team,2025-06-19 02:33:32
2802,41050,Technical Issue,Supervisor,2025-05-11 21:36:15
2803,60308,Repeated Issue,Legal,2025-03-09 14:17:11
2804,67254,Technical Issue,Legal,2025-01-04 18:34:10
2805,12889,High-value Customer,Backend Team,2025-02-18 18:37:48
2806,86847,High-value Customer,Backend Team,2025-05-02 02:59:44
2807,98803,High-value Customer,Supervisor,2025-03-24 22:42:42
2808,6446,Technical Issue,Legal,2025-04-25 09:20:27
2809,59405,Repeated Issue,Supervisor,2024-12-31 14:36:32
2810,16569,High-value Customer,Supervisor,2025-01-16 20:42:14
2811,29202,Technical Issue,Legal,2025-05-22 20:33:45
2812,26923,Policy Exception,Backend Team,2025-03-17 00:21:02
2813,56712,Repeated Issue,Supervisor,2025-01-19 18:56:59
2814,48627,Policy Exception,Backend Team,2025-06-09 16:42:21
2815,7160,Repeated Issue,Supervisor,2025-05-25 20:38:39
2816,52847,Technical Issue,Backend Team,2025-04-07 11:48:31
2817,91821,High-value Customer,Supervisor,2025-01-16 04:47:18
2818,99798,Policy Exception,Supervisor,2025-05-09 21:38:00
2819,74164,Technical Issue,Legal,2025-02-03 15:33:25
2820,53587,Repeated Issue,Supervisor,2025-01-30 20:27:56
2821,95642,High-value Customer,Legal,2025-03-27 03:03:55
2822,99090,Technical Issue,Supervisor,2025-05-17 09:56:03
2823,51225,High-value Customer,Supervisor,2024-12-30 00:38:32
2824,87802,High-value Customer,Legal,2025-06-18 20:40:24
2825,21137,Repeated Issue,Legal,2025-01-12 11:23:31
2826,45071,Repeated Issue,Legal,2025-04-20 19:00:02
2827,83057,High-value Customer,Supervisor,2024-12-25 20:45:57
2828,9844,Policy Exception,Supervisor,2025-06-19 00:32:50
2829,27335,Repeated Issue,Backend Team,2025-05-21 20:32:56
2830,70626,Technical Issue,Supervisor,2025-02-07 03:29:30
2831,24283,Policy Exception,Supervisor,2025-06-04 23:50:50
2832,97948,Repeated Issue,Backend Team,2024-12-29 14:18:12
2833,5059,Technical Issue,Supervisor,2025-03-02 17:07:02
2834,80489,Repeated Issue,Supervisor,2025-01-16 15:18:55
2835,58056,Policy Exception,Legal,2025-02-06 18:01:28
2836,63850,Repeated Issue,Supervisor,2025-05-30 18:50:26
2837,61487,Policy Exception,Supervisor,2025-02-06 21:33:38
2838,67001,High-value Customer,Backend Team,2025-03-29 00:31:58
2839,16241,Repeated Issue,Supervisor,2025-02-14 08:09:52
2840,71162,Technical Issue,Supervisor,2025-05-24 14:17:43
2841,45431,High-value Customer,Backend Team,2025-06-12 00:31:45
2842,4220,High-value Customer,Legal,2025-02-10 09:55:55
2843,97938,Repeated Issue,Backend Team,2025-05-22 11:03:40
2844,80612,Repeated Issue,Backend Team,2025-01-28 19:22:40
2845,43824,Policy Exception,Legal,2025-02-27 04:11:09
2846,12239,Repeated Issue,Supervisor,2025-01-27 08:16:47
2847,34940,Repeated Issue,Backend Team,2025-01-08 09:17:21
2848,87856,Technical Issue,Backend Team,2025-05-29 21:37:42
2849,37687,High-value Customer,Legal,2025-03-26 08:29:18
2850,52057,High-value Customer,Legal,2025-01-14 16:13:20
2851,3484,Repeated Issue,Supervisor,2025-06-08 22:36:49
2852,83396,High-value Customer,Backend Team,2025-04-11 10:58:41
2853,38578,Repeated Issue,Supervisor,2025-03-25 09:40:55
2854,91932,Technical Issue,Backend Team,2025-04-25 06:33:45
2855,82233,High-value Customer,Supervisor,2025-04-27 22:55:06
2856,75552,Policy Exception,Backend Team,2025-02-05 19:06:25
2857,77953,Repeated Issue,Legal,2025-01-02 04:23:42
2858,80312,Technical Issue,Legal,2025-06-10 08:59:23
2859,58737,High-value Customer,Supervisor,2025-01-14 20:05:53
2860,18772,Policy Exception,Legal,2025-06-01 01:48:35
2861,27945,Technical Issue,Backend Team,2025-02-10 03:52:25
2862,20773,Repeated Issue,Backend Team,2025-04-19 05:43:04
2863,56816,Repeated Issue,Legal,2025-05-19 01:32:36
2864,26521,Repeated Issue,Legal,2025-04-12 15:47:44
2865,20046,Repeated Issue,Legal,2025-06-20 20:32:02
2866,64074,High-value Customer,Legal,2025-03-14 03:44:09
2867,71509,Policy Exception,Backend Team,2025-02-28 06:24:27
2868,37588,Policy Exception,Supervisor,2025-02-17 02:53:54
2869,48989,High-value Customer,Backend Team,2025-04-23 14:59:16
2870,2143,Repeated Issue,Supervisor,2025-05-05 04:46:41
2871,5319,High-value Customer,Legal,2025-05-10 00:32:05
2872,41222,Policy Exception,Backend Team,2025-05-04 18:20:38
2873,90902,Technical Issue,Backend Team,2025-05-04 06:18:28
2874,52174,High-value Customer,Backend Team,2025-05-27 10:16:46
2875,29543,Technical Issue,Supervisor,2025-03-12 00:32:17
2876,89376,Technical Issue,Backend Team,2025-05-13 10:15:41
2877,51672,Repeated Issue,Supervisor,2025-01-03 02:37:24
2878,7555,Technical Issue,Supervisor,2025-04-14 07:08:29
2879,53733,High-value Customer,Supervisor,2025-06-19 02:49:34
2880,77308,Technical Issue,Supervisor,2025-03-12 07:23:30
2881,58310,Technical Issue,Legal,2025-02-19 01:18:12
2882,4200,Policy Exception,Supervisor,2025-02-25 19:17:44
2883,93696,Policy Exception,Backend Team,2024-12-29 00:39:33
2884,16705,Policy Exception,Backend Team,2025-04-19 17:51:43
2885,61210,Technical Issue,Supervisor,2025-06-17 00:12:00
2886,53875,Technical Issue,Supervisor,2025-01-15 01:01:32
2887,72867,High-value Customer,Backend Team,2025-01-19 23:27:18
2888,78814,High-value Customer,Legal,2025-06-07 22:16:58
2889,12371,High-value Customer,Supervisor,2025-04-28 21:40:34
2890,20442,Policy Exception,Legal,2024-12-26 01:40:25
2891,64106,Technical Issue,Legal,2025-01-15 11:28:25
2892,2016,High-value Customer,Supervisor,2025-02-28 18:55:17
2893,51096,Repeated Issue,Legal,2025-01-07 09:53:35
2894,19769,Policy Exception,Backend Team,2025-06-01 02:46:03
2895,57583,Policy Exception,Supervisor,2025-06-17 19:33:23
2896,226,Policy Exception,Backend Team,2025-06-12 20:19:09
2897,34453,Repeated Issue,Backend Team,2025-02-13 16:10:36
2898,28024,Policy Exception,Legal,2025-03-13 02:58:18
2899,60644,Repeated Issue,Backend Team,2025-03-23 23:50:59
2900,45843,High-value Customer,Supervisor,2025-03-08 02:34:24
2901,76389,Technical Issue,Supervisor,2024-12-28 20:41:22
2902,46892,High-value Customer,Backend Team,2025-04-25 16:08:47
2903,19581,Repeated Issue,Supervisor,2025-04-02 08:07:44
2904,17007,Repeated Issue,Supervisor,2025-06-21 22:09:48
2905,50640,Repeated Issue,Legal,2025-03-13 21:26:20
2906,79018,Repeated Issue,Legal,2025-01-10 02:17:18
2907,1210,Technical Issue,Legal,2025-02-27 20:40:40
2908,98491,Policy Exception,Legal,2025-05-12 04:52:16
2909,94389,High-value Customer,Backend Team,2025-05-28 14:50:26
2910,57263,Repeated Issue,Backend Team,2025-06-19 14:18:44
2911,59872,Policy Exception,Backend Team,2025-05-11 17:28:42
2912,94466,High-value Customer,Legal,2025-05-10 17:01:59
2913,71692,High-value Customer,Backend Team,2025-04-27 22:54:01
2914,17541,Policy Exception,Supervisor,2025-04-13 14:23:47
2915,2757,Technical Issue,Legal,2025-02-19 19:15:51
2916,15732,Policy Exception,Supervisor,2025-06-12 16:59:16
2917,95369,High-value Customer,Legal,2025-02-21 21:22:26
2918,39096,Repeated Issue,Legal,2025-03-24 15:09:28
2919,87411,Repeated Issue,Supervisor,2025-05-11 19:23:35
2920,56717,Technical Issue,Supervisor,2025-01-12 07:46:08
2921,7371,Technical Issue,Backend Team,2025-03-03 06:16:43
2922,52375,High-value Customer,Legal,2025-01-14 09:44:19
2923,69299,Policy Exception,Supervisor,2025-04-21 20:18:11
2924,47279,Technical Issue,Supervisor,2025-01-15 13:09:55
2925,55477,Technical Issue,Supervisor,2025-01-30 21:59:21
2926,29904,Policy Exception,Legal,2025-05-10 18:52:26
2927,53225,High-value Customer,Backend Team,2025-06-22 09:34:02
2928,26244,High-value Customer,Backend Team,2025-05-19 05:59:20
2929,74291,High-value Customer,Supervisor,2025-04-26 00:07:22
2930,30395,Repeated Issue,Supervisor,2025-02-19 19:31:22
2931,76849,Policy Exception,Backend Team,2025-02-16 13:51:15
2932,33335,Technical Issue,Backend Team,2025-02-14 09:39:18
2933,77447,Policy Exception,Backend Team,2025-02-09 01:12:16
2934,4627,Policy Exception,Backend Team,2025-02-10 21:55:53
2935,87598,Repeated Issue,Backend Team,2025-02-07 08:22:53
2936,70091,Repeated Issue,Supervisor,2025-03-24 08:57:30
2937,25213,High-value Customer,Supervisor,2025-03-02 07:03:26
2938,58690,Policy Exception,Supervisor,2025-06-14 20:55:53
2939,26749,Technical Issue,Supervisor,2025-05-24 02:26:39
2940,87325,Technical Issue,Legal,2025-04-28 07:41:08
2941,39255,Technical Issue,Backend Team,2025-06-07 05:01:37
2942,60074,High-value Customer,Legal,2025-05-19 07:43:10
2943,46822,Repeated Issue,Backend Team,2025-02-25 23:08:23
2944,25173,Policy Exception,Supervisor,2025-06-07 22:29:17
2945,62795,High-value Customer,Supervisor,2025-01-19 07:01:57
2946,7533,Repeated Issue,Legal,2025-01-17 06:33:39
2947,14296,High-value Customer,Legal,2025-04-14 04:04:38
2948,93808,Repeated Issue,Backend Team,2025-04-08 23:06:57
2949,20451,Repeated Issue,Supervisor,2025-04-17 05:19:55
2950,9491,Policy Exception,Supervisor,2025-05-14 19:32:23
2951,83162,Policy Exception,Supervisor,2025-02-03 15:45:16
2952,15808,Policy Exception,Backend Team,2025-02-26 16:56:45
2953,93746,Repeated Issue,Legal,2025-06-20 03:46:38
2954,26468,Policy Exception,Supervisor,2025-05-31 14:25:22
2955,97845,Repeated Issue,Backend Team,2025-06-19 17:53:13
2956,27921,Technical Issue,Backend Team,2025-06-08 03:48:53
2957,45502,Technical Issue,Backend Team,2025-05-07 10:13:32
2958,5777,Repeated Issue,Supervisor,2025-01-03 20:47:37
2959,23559,High-value Customer,Supervisor,2025-04-17 22:11:23
2960,80318,Policy Exception,Supervisor,2025-05-18 13:51:34
2961,63442,High-value Customer,Supervisor,2025-05-07 11:33:07
2962,91652,High-value Customer,Legal,2025-06-20 05:21:11
2963,98910,Policy Exception,Legal,2025-02-07 23:17:25
2964,62298,Policy Exception,Legal,2025-04-05 21:13:11
2965,43768,Technical Issue,Backend Team,2025-04-21 11:26:17
2966,28815,Repeated Issue,Backend Team,2025-04-17 02:30:37
2967,2570,Policy Exception,Backend Team,2025-05-19 20:34:35
2968,51695,Repeated Issue,Supervisor,2025-03-10 02:54:38
2969,61906,Technical Issue,Legal,2025-05-30 21:00:16
2970,91030,Repeated Issue,Supervisor,2025-04-11 08:38:59
2971,4231,Technical Issue,Legal,2025-05-18 07:56:09
2972,88582,Policy Exception,Supervisor,2025-02-12 10:33:14
2973,22825,High-value Customer,Legal,2025-06-18 19:33:03
2974,67671,High-value Customer,Supervisor,2025-06-05 05:54:48
2975,27254,Repeated Issue,Backend Team,2025-03-19 17:21:50
2976,57996,Policy Exception,Supervisor,2025-06-03 16:18:29
2977,54627,Policy Exception,Backend Team,2025-06-15 12:14:55
2978,84920,Technical Issue,Supervisor,2025-02-14 19:13:19
2979,34423,Technical Issue,Supervisor,2025-01-21 20:25:34
2980,95926,Policy Exception,Legal,2025-04-14 12:27:30
2981,8849,Policy Exception,Supervisor,2025-04-03 20:27:10
2982,64676,Policy Exception,Legal,2025-03-27 01:13:56
2983,24848,High-value Customer,Backend Team,2025-03-05 20:53:51
2984,97389,Policy Exception,Backend Team,2025-05-16 04:43:07
2985,59924,Policy Exception,Supervisor,2025-04-04 16:47:17
2986,9564,Technical Issue,Backend Team,2025-01-09 03:01:41
2987,25764,High-value Customer,Legal,2025-05-20 04:12:23
2988,28499,High-value Customer,Supervisor,2025-05-05 00:13:43
2989,24555,High-value Customer,Supervisor,2025-06-16 20:38:36
2990,42882,Policy Exception,Supervisor,2025-03-26 00:00:07
2991,28868,Policy Exception,Legal,2025-05-22 02:40:19
2992,17775,Repeated Issue,Supervisor,2024-12-24 12:22:52
2993,89616,Policy Exception,Backend Team,2025-02-20 20:44:42
2994,13204,Technical Issue,Supervisor,2025-03-12 17:02:08
2995,22046,High-value Customer,Supervisor,2025-01-15 20:38:32
2996,65739,Repeated Issue,Legal,2025-06-09 09:59:13
2997,21545,High-value Customer,Supervisor,2025-06-16 09:36:00
2998,28428,Repeated Issue,Supervisor,2025-01-29 17:38:19
2999,98275,Repeated Issue,Backend Team,2025-02-03 11:46:14
3000,81147,Policy Exception,Supervisor,2025-03-14 14:41:01
3001,12110,Repeated Issue,Backend Team,2025-04-23 04:01:59
3002,89380,Technical Issue,Legal,2025-04-15 23:54:59
3003,9113,High-value Customer,Supervisor,2025-01-01 18:52:55
3004,83985,Policy Exception,Supervisor,2025-05-24 14:12:39
3005,31742,Repeated Issue,Supervisor,2025-04-01 16:06:14
3006,78759,High-value Customer,Supervisor,2025-05-30 00:36:22
3007,12793,Policy Exception,Supervisor,2025-04-22 01:55:25
3008,22264,Technical Issue,Legal,2025-01-17 06:34:11
3009,29681,Policy Exception,Supervisor,2025-04-18 11:59:43
3010,1549,Repeated Issue,Backend Team,2025-03-16 05:13:44
3011,12176,Technical Issue,Backend Team,2025-03-18 06:18:24
3012,17149,Technical Issue,Supervisor,2025-02-09 01:38:40
3013,15619,Repeated Issue,Backend Team,2025-01-24 22:06:48
3014,82748,High-value Customer,Backend Team,2025-02-20 15:01:31
3015,54107,High-value Customer,Legal,2025-02-05 09:55:44
3016,33937,Policy Exception,Supervisor,2025-01-15 10:35:39
3017,51885,Repeated Issue,Supervisor,2025-05-28 04:51:01
3018,8529,Policy Exception,Backend Team,2025-04-12 18:32:47
3019,30588,Policy Exception,Legal,2025-05-12 02:24:55
3020,69546,Repeated Issue,Supervisor,2025-01-09 16:33:33
3021,99223,Technical Issue,Legal,2025-05-10 14:22:24
3022,50096,Technical Issue,Supervisor,2025-05-11 09:42:35
3023,41054,Policy Exception,Backend Team,2025-03-22 03:56:29
3024,10760,High-value Customer,Legal,2024-12-29 17:49:07
3025,44618,Technical Issue,Supervisor,2025-01-10 20:06:08
3026,51275,Repeated Issue,Legal,2025-01-06 11:09:49
3027,84431,Repeated Issue,Supervisor,2025-02-02 06:37:02
3028,11552,High-value Customer,Backend Team,2025-05-20 03:23:32
3029,83231,Policy Exception,Backend Team,2025-04-02 00:17:51
3030,79250,Repeated Issue,Supervisor,2025-01-27 19:09:09
3031,80426,Technical Issue,Supervisor,2025-03-10 01:34:39
3032,52523,High-value Customer,Supervisor,2025-02-13 22:50:20
3033,15595,Technical Issue,Legal,2025-05-05 23:57:47
3034,46292,Policy Exception,Legal,2024-12-29 07:30:07
3035,10882,Policy Exception,Legal,2025-01-08 23:28:12
3036,96399,Policy Exception,Backend Team,2025-05-28 11:31:56
3037,95458,Technical Issue,Supervisor,2025-01-31 01:01:44
3038,42170,Repeated Issue,Backend Team,2025-02-07 02:58:32
3039,194,Repeated Issue,Legal,2025-03-13 21:56:49
3040,30047,Repeated Issue,Supervisor,2025-02-28 22:54:17
3041,74686,Repeated Issue,Supervisor,2024-12-25 09:46:42
3042,46017,High-value Customer,Legal,2025-03-24 08:38:38
3043,72680,Policy Exception,Legal,2025-01-01 12:29:35
3044,8216,Repeated Issue,Supervisor,2025-02-13 12:27:05
3045,55863,Policy Exception,Backend Team,2025-05-22 13:35:17
3046,17836,Technical Issue,Backend Team,2025-01-08 18:25:53
3047,74630,Technical Issue,Backend Team,2025-03-06 07:40:04
3048,61632,Technical Issue,Backend Team,2025-01-01 02:46:53
3049,70698,Policy Exception,Legal,2025-02-17 03:26:31
3050,58123,Repeated Issue,Supervisor,2025-05-20 23:57:56
3051,87775,Technical Issue,Backend Team,2025-02-04 15:31:31
3052,34268,High-value Customer,Backend Team,2025-01-08 23:14:00
3053,37200,Policy Exception,Legal,2025-04-25 02:16:58
3054,97719,Technical Issue,Legal,2025-06-07 03:27:36
3055,19519,Repeated Issue,Legal,2025-04-02 13:45:59
3056,14386,Policy Exception,Backend Team,2025-01-31 22:48:57
3057,89506,Repeated Issue,Supervisor,2025-02-10 02:29:49
3058,61623,Technical Issue,Legal,2025-03-05 01:24:53
3059,91732,Technical Issue,Backend Team,2025-03-24 22:08:32
3060,96282,High-value Customer,Legal,2025-04-15 01:12:32
3061,89847,Repeated Issue,Backend Team,2025-06-11 07:43:22
3062,9018,Policy Exception,Supervisor,2025-03-02 18:19:42
3063,66573,Policy Exception,Legal,2025-03-26 04:58:06
3064,45396,Policy Exception,Supervisor,2025-04-13 14:15:27
3065,82650,Technical Issue,Backend Team,2025-05-05 16:11:38
3066,3180,Policy Exception,Legal,2025-04-13 23:23:23
3067,77582,Repeated Issue,Backend Team,2025-04-08 13:57:53
3068,73995,High-value Customer,Supervisor,2025-03-09 16:49:06
3069,57642,High-value Customer,Backend Team,2025-05-24 23:53:53
3070,99740,Repeated Issue,Legal,2025-03-04 07:10:22
3071,92606,Repeated Issue,Backend Team,2025-05-28 03:46:49
3072,84246,Technical Issue,Supervisor,2025-05-29 09:57:31
3073,70586,Policy Exception,Backend Team,2025-05-10 19:06:38
3074,58736,High-value Customer,Supervisor,2025-05-07 00:00:28
3075,15851,Technical Issue,Backend Team,2025-01-31 06:01:16
3076,52816,Policy Exception,Backend Team,2025-06-14 19:26:03
3077,68652,Technical Issue,Supervisor,2025-05-29 01:08:23
3078,36998,Repeated Issue,Backend Team,2025-02-21 11:35:18
3079,10480,High-value Customer,Legal,2025-02-05 23:13:52
3080,66706,Technical Issue,Backend Team,2025-01-22 01:41:28
3081,70146,Policy Exception,Supervisor,2025-01-20 14:21:50
3082,90352,Technical Issue,Backend Team,2024-12-29 15:55:30
3083,74010,Technical Issue,Supervisor,2025-05-15 19:07:08
3084,67545,Technical Issue,Supervisor,2025-01-20 04:52:34
3085,44949,Repeated Issue,Supervisor,2025-02-12 01:42:30
3086,14754,Repeated Issue,Legal,2025-03-24 21:22:39
3087,77488,Technical Issue,Legal,2025-02-25 05:16:09
3088,38229,Technical Issue,Legal,2024-12-28 04:35:22
3089,2671,Technical Issue,Backend Team,2025-03-28 06:40:48
3090,45070,Technical Issue,Backend Team,2025-01-07 12:24:30
3091,37617,High-value Customer,Supervisor,2025-02-17 06:33:56
3092,39571,Technical Issue,Legal,2025-03-12 09:19:47
3093,23966,High-value Customer,Backend Team,2025-05-07 07:05:39
3094,35003,Repeated Issue,Backend Team,2025-01-10 22:02:27
3095,40141,Policy Exception,Supervisor,2025-05-12 04:17:00
3096,1124,Policy Exception,Supervisor,2025-02-04 23:00:39
3097,39457,Policy Exception,Supervisor,2025-04-22 04:53:23
3098,70816,Repeated Issue,Legal,2025-02-09 04:10:28
3099,29297,High-value Customer,Legal,2025-05-24 23:25:41
3100,59609,Technical Issue,Legal,2025-01-17 13:09:19
3101,70341,Policy Exception,Backend Team,2025-03-12 19:11:02
3102,82637,Policy Exception,Supervisor,2025-01-29 17:07:56
3103,95448,Policy Exception,Supervisor,2025-03-29 16:05:18
3104,77290,Policy Exception,Supervisor,2025-05-05 10:05:42
3105,35266,Technical Issue,Backend Team,2025-01-25 19:15:57
3106,70609,Technical Issue,Backend Team,2024-12-30 21:08:03
3107,27715,High-value Customer,Backend Team,2025-01-14 21:26:01
3108,66850,Policy Exception,Legal,2025-02-04 05:33:55
3109,30320,Policy Exception,Legal,2025-05-29 13:49:21
3110,68395,High-value Customer,Supervisor,2025-05-03 03:12:22
3111,94363,Policy Exception,Legal,2025-02-07 19:35:45
3112,82780,Repeated Issue,Backend Team,2024-12-27 18:27:08
3113,20776,Technical Issue,Supervisor,2025-01-03 16:52:23
3114,69409,High-value Customer,Legal,2025-03-08 20:27:02
3115,63328,High-value Customer,Backend Team,2025-01-03 13:35:09
3116,61531,Technical Issue,Supervisor,2025-04-20 19:11:47
3117,98826,Policy Exception,Legal,2025-02-19 07:06:12
3118,92181,Policy Exception,Supervisor,2025-05-16 09:44:03
3119,61730,High-value Customer,Supervisor,2025-03-15 12:41:36
3120,46195,Technical Issue,Legal,2025-06-20 03:48:22
3121,68255,High-value Customer,Legal,2025-06-02 10:01:38
3122,19014,Technical Issue,Backend Team,2025-04-22 13:26:28
3123,90408,Policy Exception,Backend Team,2025-03-22 17:13:03
3124,97920,High-value Customer,Backend Team,2025-01-03 16:29:07
3125,31945,Policy Exception,Supervisor,2025-02-16 21:33:50
3126,21708,Technical Issue,Supervisor,2025-05-03 16:36:10
3127,12062,High-value Customer,Backend Team,2025-02-08 04:18:20
3128,88203,Technical Issue,Backend Team,2025-02-17 12:31:15
3129,39163,Technical Issue,Legal,2025-01-20 14:45:34
3130,13837,Repeated Issue,Backend Team,2025-02-04 10:24:30
3131,770,Policy Exception,Supervisor,2025-03-12 16:51:00
3132,35767,Policy Exception,Supervisor,2025-02-05 17:01:38
3133,35566,Repeated Issue,Backend Team,2025-05-14 06:16:18
3134,78388,Technical Issue,Legal,2025-01-26 09:38:19
3135,4512,Technical Issue,Backend Team,2025-02-09 08:41:57
3136,45382,Technical Issue,Backend Team,2025-01-22 04:59:44
3137,95601,Technical Issue,Legal,2025-05-24 18:25:00
3138,29640,Policy Exception,Legal,2025-01-02 18:37:52
3139,21613,Technical Issue,Backend Team,2025-04-27 21:25:12
3140,17414,Policy Exception,Backend Team,2025-02-04 12:01:17
3141,60494,High-value Customer,Supervisor,2025-02-23 21:56:46
3142,6966,High-value Customer,Supervisor,2025-02-08 22:57:18
3143,4748,Repeated Issue,Supervisor,2025-01-24 17:49:17
